Sequence;Device;App;Media type;Codec;Width;Height;FPS;Duration (sec);Timestamp;% CPU;% MEM
marathon;SamsungS5;pAV0NE;local;AV1;1280;720;25;76;7;19.0;
marathon;SamsungS5;pAV0NE;local;AV1;1280;720;25;76;15;17.8;
marathon;SamsungS5;pAV0NE;local;AV1;1280;720;25;76;22;18.8;
marathon;SamsungS5;pAV0NE;local;AV1;1280;720;25;76;30;18.5;
marathon;SamsungS5;pAV0NE;local;AV1;1280;720;25;76;37;18.0;
marathon;SamsungS5;pAV0NE;local;AV1;1280;720;25;76;45;18.5;
marathon;SamsungS5;pAV0NE;local;AV1;1280;720;25;76;52;17.8;
marathon;SamsungS5;pAV0NE;local;AV1;1280;720;25;76;60;18.8;
marathon;SamsungS5;pAV0NE;local;AV1;1280;720;25;76;67;18.8;
marathon;SamsungS5;pAV0NE;local;AV1;1280;720;25;76;75;18.5;
marathon;SamsungS5;pAV0NE;local;AVC;1280;720;25;76;0;3.2;
marathon;SamsungS5;pAV0NE;local;AVC;1280;720;25;76;7;4.5;
marathon;SamsungS5;pAV0NE;local;AVC;1280;720;25;76;15;4.5;
marathon;SamsungS5;pAV0NE;local;AVC;1280;720;25;76;22;4.8;
marathon;SamsungS5;pAV0NE;local;AVC;1280;720;25;76;30;4.2;
marathon;SamsungS5;pAV0NE;local;AVC;1280;720;25;76;37;4.5;
marathon;SamsungS5;pAV0NE;local;AVC;1280;720;25;76;45;4.8;
marathon;SamsungS5;pAV0NE;local;AVC;1280;720;25;76;52;4.8;
marathon;SamsungS5;pAV0NE;local;AVC;1280;720;25;76;60;4.5;
marathon;SamsungS5;pAV0NE;local;AVC;1280;720;25;76;67;4.5;
marathon;SamsungS5;pAV0NE;local;AVC;1280;720;25;76;75;4.5;
marathon;SamsungS5;pAV0NE;local;HEVC;1280;720;25;76;0;10.8;
marathon;SamsungS5;pAV0NE;local;HEVC;1280;720;25;76;7;11.5;
marathon;SamsungS5;pAV0NE;local;HEVC;1280;720;25;76;15;11.0;
marathon;SamsungS5;pAV0NE;local;HEVC;1280;720;25;76;22;11.8;
marathon;SamsungS5;pAV0NE;local;HEVC;1280;720;25;76;30;11.2;
marathon;SamsungS5;pAV0NE;local;HEVC;1280;720;25;76;37;11.5;
marathon;SamsungS5;pAV0NE;local;HEVC;1280;720;25;76;45;11.2;
marathon;SamsungS5;pAV0NE;local;HEVC;1280;720;25;76;52;11.2;
marathon;SamsungS5;pAV0NE;local;HEVC;1280;720;25;76;60;11.2;
marathon;SamsungS5;pAV0NE;local;HEVC;1280;720;25;76;67;12.0;
marathon;SamsungS5;pAV0NE;local;HEVC;1280;720;25;76;75;10.5;
marathon;SamsungS5;VLC;local;AV1;1280;720;25;76;0;8.2;
marathon;SamsungS5;VLC;local;AV1;1280;720;25;76;7;13.2;
marathon;SamsungS5;VLC;local;AV1;1280;720;25;76;15;11.5;
marathon;SamsungS5;VLC;local;AV1;1280;720;25;76;22;11.0;
marathon;SamsungS5;VLC;local;AV1;1280;720;25;76;30;12.2;
marathon;SamsungS5;VLC;local;AV1;1280;720;25;76;37;12.2;
marathon;SamsungS5;VLC;local;AV1;1280;720;25;76;45;12.2;
marathon;SamsungS5;VLC;local;AV1;1280;720;25;76;52;11.2;
marathon;SamsungS5;VLC;local;AV1;1280;720;25;76;60;12.8;
marathon;SamsungS5;VLC;local;AV1;1280;720;25;76;67;14.5;
marathon;SamsungS5;VLC;local;AV1;1280;720;25;76;75;10.0;
marathon;SamsungS5;VLC;local;AVC;1280;720;25;76;0;2.0;
marathon;SamsungS5;VLC;local;AVC;1280;720;25;76;7;3.8;
marathon;SamsungS5;VLC;local;AVC;1280;720;25;76;15;3.5;
marathon;SamsungS5;VLC;local;AVC;1280;720;25;76;22;3.2;
marathon;SamsungS5;VLC;local;AVC;1280;720;25;76;30;3.5;
marathon;SamsungS5;VLC;local;AVC;1280;720;25;76;37;3.5;
marathon;SamsungS5;VLC;local;AVC;1280;720;25;76;45;3.5;
marathon;SamsungS5;VLC;local;AVC;1280;720;25;76;52;3.5;
marathon;SamsungS5;VLC;local;AVC;1280;720;25;76;60;3.2;
marathon;SamsungS5;VLC;local;AVC;1280;720;25;76;67;1.8;
marathon;SamsungS5;VLC;local;AVC;1280;720;25;76;75;2.8;
marathon;SamsungS5;VLC;local;HEVC;1280;720;25;76;0;9.5;
marathon;SamsungS5;VLC;local;HEVC;1280;720;25;76;7;12.0;
marathon;SamsungS5;VLC;local;HEVC;1280;720;25;76;15;11.2;
marathon;SamsungS5;VLC;local;HEVC;1280;720;25;76;22;11.5;
marathon;SamsungS5;VLC;local;HEVC;1280;720;25;76;30;11.0;
marathon;SamsungS5;VLC;local;HEVC;1280;720;25;76;37;11.5;
marathon;SamsungS5;VLC;local;HEVC;1280;720;25;76;45;11.5;
marathon;SamsungS5;VLC;local;HEVC;1280;720;25;76;52;10.2;
marathon;SamsungS5;VLC;local;HEVC;1280;720;25;76;60;9.5;
marathon;SamsungS5;VLC;local;HEVC;1280;720;25;76;67;9.8;
marathon;SamsungS5;VLC;local;HEVC;1280;720;25;76;75;11.0;
big_buck_bunny;SamsungA31;pAV0NE;DASH;AV1;854;480;24;125;0;10.9;6.2
big_buck_bunny;SamsungA31;pAV0NE;DASH;AV1;854;480;24;125;12;9.8;6.6
big_buck_bunny;SamsungA31;pAV0NE;DASH;AV1;854;480;24;125;24;9.7;6.6
big_buck_bunny;SamsungA31;pAV0NE;DASH;AV1;854;480;24;125;36;9.2;6.6
big_buck_bunny;SamsungA31;pAV0NE;DASH;AV1;854;480;24;125;48;10.0;6.6
big_buck_bunny;SamsungA31;pAV0NE;DASH;AV1;854;480;24;125;60;9.5;6.6
big_buck_bunny;SamsungA31;pAV0NE;DASH;AV1;854;480;24;125;72;10.2;6.6
big_buck_bunny;SamsungA31;pAV0NE;DASH;AV1;854;480;24;125;84;7.9;6.6
big_buck_bunny;SamsungA31;pAV0NE;DASH;AV1;854;480;24;125;96;8.6;6.6
big_buck_bunny;SamsungA31;pAV0NE;DASH;AV1;854;480;24;125;108;8.9;6.6
big_buck_bunny;SamsungA31;pAV0NE;DASH;AV1;854;480;24;125;120;4.7;6.6
big_buck_bunny;SamsungA31;pAV0NE;DASH;AVC;854;480;24;125;0;5.2;6.7
big_buck_bunny;SamsungA31;pAV0NE;DASH;AVC;854;480;24;125;12;4.3;6.1
big_buck_bunny;SamsungA31;pAV0NE;DASH;AVC;854;480;24;125;24;4.0;6.0
big_buck_bunny;SamsungA31;pAV0NE;DASH;AVC;854;480;24;125;36;3.8;6.1
big_buck_bunny;SamsungA31;pAV0NE;DASH;AVC;854;480;24;125;48;3.9;6.1
big_buck_bunny;SamsungA31;pAV0NE;DASH;AVC;854;480;24;125;60;3.8;6.1
big_buck_bunny;SamsungA31;pAV0NE;DASH;AVC;854;480;24;125;72;3.8;6.1
big_buck_bunny;SamsungA31;pAV0NE;DASH;AVC;854;480;24;125;84;3.6;6.1
big_buck_bunny;SamsungA31;pAV0NE;DASH;AVC;854;480;24;125;96;3.6;6.1
big_buck_bunny;SamsungA31;pAV0NE;DASH;AVC;854;480;24;125;108;3.7;6.1
big_buck_bunny;SamsungA31;pAV0NE;DASH;AVC;854;480;24;125;120;2.0;6.1
big_buck_bunny;SamsungA31;pAV0NE;DASH;HEVC;854;480;24;125;0;4.0;6.5
big_buck_bunny;SamsungA31;pAV0NE;DASH;HEVC;854;480;24;125;12;3.8;5.9
big_buck_bunny;SamsungA31;pAV0NE;DASH;HEVC;854;480;24;125;24;3.9;6.0
big_buck_bunny;SamsungA31;pAV0NE;DASH;HEVC;854;480;24;125;36;3.8;6.0
big_buck_bunny;SamsungA31;pAV0NE;DASH;HEVC;854;480;24;125;48;3.8;6.0
big_buck_bunny;SamsungA31;pAV0NE;DASH;HEVC;854;480;24;125;60;4.0;6.0
big_buck_bunny;SamsungA31;pAV0NE;DASH;HEVC;854;480;24;125;72;3.7;5.9
big_buck_bunny;SamsungA31;pAV0NE;DASH;HEVC;854;480;24;125;84;3.6;5.9
big_buck_bunny;SamsungA31;pAV0NE;DASH;HEVC;854;480;24;125;96;3.7;5.9
big_buck_bunny;SamsungA31;pAV0NE;DASH;HEVC;854;480;24;125;108;3.6;5.9
big_buck_bunny;SamsungA31;pAV0NE;DASH;HEVC;854;480;24;125;120;2.3;5.9
marathon;SamsungA31;pAV0NE;DASH;AV1;1280;720;30;90;0;16.6;7.6
marathon;SamsungA31;pAV0NE;DASH;AV1;1280;720;30;90;9;17.1;7.8
marathon;SamsungA31;pAV0NE;DASH;AV1;1280;720;30;90;18;17.1;7.7
marathon;SamsungA31;pAV0NE;DASH;AV1;1280;720;30;90;27;17.1;7.7
marathon;SamsungA31;pAV0NE;DASH;AV1;1280;720;30;90;36;16.8;7.7
marathon;SamsungA31;pAV0NE;DASH;AV1;1280;720;30;90;45;16.8;7.7
marathon;SamsungA31;pAV0NE;DASH;AV1;1280;720;30;90;54;16.5;7.7
marathon;SamsungA31;pAV0NE;DASH;AV1;1280;720;30;90;63;15.8;7.7
marathon;SamsungA31;pAV0NE;DASH;AV1;1280;720;30;90;72;16.4;7.2
marathon;SamsungA31;pAV0NE;DASH;AV1;1280;720;30;90;81;16.6;7.2
marathon;SamsungA31;pAV0NE;DASH;AV1;1280;720;30;90;90;3.5;7.2
marathon;SamsungA31;pAV0NE;DASH;AVC;1280;720;30;90;0;5.6;6.1
marathon;SamsungA31;pAV0NE;DASH;AVC;1280;720;30;90;9;4.7;6.2
marathon;SamsungA31;pAV0NE;DASH;AVC;1280;720;30;90;18;4.5;6.2
marathon;SamsungA31;pAV0NE;DASH;AVC;1280;720;30;90;27;4.6;6.2
marathon;SamsungA31;pAV0NE;DASH;AVC;1280;720;30;90;36;4.4;6.2
marathon;SamsungA31;pAV0NE;DASH;AVC;1280;720;30;90;45;4.3;6.2
marathon;SamsungA31;pAV0NE;DASH;AVC;1280;720;30;90;54;4.3;6.2
marathon;SamsungA31;pAV0NE;DASH;AVC;1280;720;30;90;63;4.2;6.2
marathon;SamsungA31;pAV0NE;DASH;AVC;1280;720;30;90;72;4.3;6.2
marathon;SamsungA31;pAV0NE;DASH;AVC;1280;720;30;90;81;4.2;6.2
marathon;SamsungA31;pAV0NE;DASH;AVC;1280;720;30;90;90;0.8;6.2
marathon;SamsungA31;pAV0NE;DASH;HEVC;1280;720;30;90;0;5.4;6.0
marathon;SamsungA31;pAV0NE;DASH;HEVC;1280;720;30;90;9;4.6;6.0
marathon;SamsungA31;pAV0NE;DASH;HEVC;1280;720;30;90;18;4.3;6.0
marathon;SamsungA31;pAV0NE;DASH;HEVC;1280;720;30;90;27;4.4;6.0
marathon;SamsungA31;pAV0NE;DASH;HEVC;1280;720;30;90;36;4.3;6.0
marathon;SamsungA31;pAV0NE;DASH;HEVC;1280;720;30;90;45;4.1;6.0
marathon;SamsungA31;pAV0NE;DASH;HEVC;1280;720;30;90;54;4.1;6.0
marathon;SamsungA31;pAV0NE;DASH;HEVC;1280;720;30;90;63;4.1;6.0
marathon;SamsungA31;pAV0NE;DASH;HEVC;1280;720;30;90;72;4.0;6.0
marathon;SamsungA31;pAV0NE;DASH;HEVC;1280;720;30;90;81;4.1;6.0
marathon;SamsungA31;pAV0NE;DASH;HEVC;1280;720;30;90;90;0.8;6.0
sunflower;SamsungA31;pAV0NE;DASH;AV1;1920;1080;25;80;0;22.4;5.9
sunflower;SamsungA31;pAV0NE;DASH;AV1;1920;1080;25;80;8;24.2;8.5
sunflower;SamsungA31;pAV0NE;DASH;AV1;1920;1080;25;80;16;21.4;8.7
sunflower;SamsungA31;pAV0NE;DASH;AV1;1920;1080;25;80;24;21.1;8.7
sunflower;SamsungA31;pAV0NE;DASH;AV1;1920;1080;25;80;32;20.4;8.7
sunflower;SamsungA31;pAV0NE;DASH;AV1;1920;1080;25;80;40;21.8;8.7
sunflower;SamsungA31;pAV0NE;DASH;AV1;1920;1080;25;80;48;20.4;8.7
sunflower;SamsungA31;pAV0NE;DASH;AV1;1920;1080;25;80;56;20.9;8.7
sunflower;SamsungA31;pAV0NE;DASH;AV1;1920;1080;25;80;64;21.4;8.7
sunflower;SamsungA31;pAV0NE;DASH;AV1;1920;1080;25;80;72;20.9;8.7
sunflower;SamsungA31;pAV0NE;DASH;AV1;1920;1080;25;80;80;3.3;8.7
sunflower;SamsungA31;pAV0NE;DASH;AVC;1920;1080;25;80;0;6.4;7.0
sunflower;SamsungA31;pAV0NE;DASH;AVC;1920;1080;25;80;8;4.6;6.1
sunflower;SamsungA31;pAV0NE;DASH;AVC;1920;1080;25;80;16;4.5;6.1
sunflower;SamsungA31;pAV0NE;DASH;AVC;1920;1080;25;80;24;3.8;6.1
sunflower;SamsungA31;pAV0NE;DASH;AVC;1920;1080;25;80;32;4.0;6.1
sunflower;SamsungA31;pAV0NE;DASH;AVC;1920;1080;25;80;40;4.0;6.1
sunflower;SamsungA31;pAV0NE;DASH;AVC;1920;1080;25;80;48;4.0;6.1
sunflower;SamsungA31;pAV0NE;DASH;AVC;1920;1080;25;80;56;4.0;6.1
sunflower;SamsungA31;pAV0NE;DASH;AVC;1920;1080;25;80;64;3.9;6.1
sunflower;SamsungA31;pAV0NE;DASH;AVC;1920;1080;25;80;72;4.0;6.1
sunflower;SamsungA31;pAV0NE;DASH;AVC;1920;1080;25;80;80;0.6;6.1
sunflower;SamsungA31;pAV0NE;DASH;HEVC;1920;1080;25;80;0;6.1;6.0
sunflower;SamsungA31;pAV0NE;DASH;HEVC;1920;1080;25;80;8;5.2;5.9
sunflower;SamsungA31;pAV0NE;DASH;HEVC;1920;1080;25;80;16;4.5;5.9
sunflower;SamsungA31;pAV0NE;DASH;HEVC;1920;1080;25;80;24;3.9;5.9
sunflower;SamsungA31;pAV0NE;DASH;HEVC;1920;1080;25;80;32;3.8;5.9
sunflower;SamsungA31;pAV0NE;DASH;HEVC;1920;1080;25;80;40;3.9;5.9
sunflower;SamsungA31;pAV0NE;DASH;HEVC;1920;1080;25;80;48;3.9;5.9
sunflower;SamsungA31;pAV0NE;DASH;HEVC;1920;1080;25;80;56;3.9;5.9
sunflower;SamsungA31;pAV0NE;DASH;HEVC;1920;1080;25;80;64;3.9;5.9
sunflower;SamsungA31;pAV0NE;DASH;HEVC;1920;1080;25;80;72;3.8;5.9
sunflower;SamsungA31;pAV0NE;DASH;HEVC;1920;1080;25;80;80;0.9;5.9
marathon;SamsungS5;pAV0NE;DASH;AV1;1280;720;25;76;0;13.0;
marathon;SamsungS5;pAV0NE;DASH;AV1;1280;720;25;76;7;20.5;
marathon;SamsungS5;pAV0NE;DASH;AV1;1280;720;25;76;15;19.2;
marathon;SamsungS5;pAV0NE;DASH;AV1;1280;720;25;76;22;18.8;
marathon;SamsungS5;pAV0NE;DASH;AV1;1280;720;25;76;30;18.8;
marathon;SamsungS5;pAV0NE;DASH;AV1;1280;720;25;76;37;17.8;
marathon;SamsungS5;pAV0NE;DASH;AV1;1280;720;25;76;45;18.5;
marathon;SamsungS5;pAV0NE;DASH;AV1;1280;720;25;76;52;18.5;
marathon;SamsungS5;pAV0NE;DASH;AV1;1280;720;25;76;60;17.8;
marathon;SamsungS5;pAV0NE;DASH;AV1;1280;720;25;76;67;19.0;
marathon;SamsungS5;pAV0NE;DASH;AV1;1280;720;25;76;75;18.2;
marathon;SamsungS5;pAV0NE;DASH;AVC;1280;720;25;76;0;2.5;
marathon;SamsungS5;pAV0NE;DASH;AVC;1280;720;25;76;7;4.0;
marathon;SamsungS5;pAV0NE;DASH;AVC;1280;720;25;76;15;5.2;
marathon;SamsungS5;pAV0NE;DASH;AVC;1280;720;25;76;22;4.2;
marathon;SamsungS5;pAV0NE;DASH;AVC;1280;720;25;76;30;4.2;
marathon;SamsungS5;pAV0NE;DASH;AVC;1280;720;25;76;37;4.5;
marathon;SamsungS5;pAV0NE;DASH;AVC;1280;720;25;76;45;3.0;
marathon;SamsungS5;pAV0NE;DASH;AVC;1280;720;25;76;52;4.5;
marathon;SamsungS5;pAV0NE;DASH;AVC;1280;720;25;76;60;4.8;
marathon;SamsungS5;pAV0NE;DASH;AVC;1280;720;25;76;67;4.2;
marathon;SamsungS5;pAV0NE;DASH;AVC;1280;720;25;76;75;4.8;
marathon;SamsungS5;pAV0NE;DASH;HEVC;1280;720;25;76;0;6.2;
marathon;SamsungS5;pAV0NE;DASH;HEVC;1280;720;25;76;7;8.0;
marathon;SamsungS5;pAV0NE;DASH;HEVC;1280;720;25;76;15;7.8;
marathon;SamsungS5;pAV0NE;DASH;HEVC;1280;720;25;76;22;8.2;
marathon;SamsungS5;pAV0NE;DASH;HEVC;1280;720;25;76;30;8.0;
marathon;SamsungS5;pAV0NE;DASH;HEVC;1280;720;25;76;37;7.8;
marathon;SamsungS5;pAV0NE;DASH;HEVC;1280;720;25;76;45;8.2;
marathon;SamsungS5;pAV0NE;DASH;HEVC;1280;720;25;76;52;7.8;
marathon;SamsungS5;pAV0NE;DASH;HEVC;1280;720;25;76;60;8.5;
marathon;SamsungS5;pAV0NE;DASH;HEVC;1280;720;25;76;67;7.8;
marathon;SamsungS5;pAV0NE;DASH;HEVC;1280;720;25;76;75;8.2;
big_buck_bunny;SamsungS5;pAV0NE;DASH;AV1;854;480;24;125;0;6.2;
big_buck_bunny;SamsungS5;pAV0NE;DASH;AV1;854;480;24;125;12;9.5;
big_buck_bunny;SamsungS5;pAV0NE;DASH;AV1;854;480;24;125;24;11.0;
big_buck_bunny;SamsungS5;pAV0NE;DASH;AV1;854;480;24;125;36;9.8;
big_buck_bunny;SamsungS5;pAV0NE;DASH;AV1;854;480;24;125;48;10.2;
big_buck_bunny;SamsungS5;pAV0NE;DASH;AV1;854;480;24;125;60;10.2;
big_buck_bunny;SamsungS5;pAV0NE;DASH;AV1;854;480;24;125;72;11.0;
big_buck_bunny;SamsungS5;pAV0NE;DASH;AV1;854;480;24;125;84;8.8;
big_buck_bunny;SamsungS5;pAV0NE;DASH;AV1;854;480;24;125;96;10.2;
big_buck_bunny;SamsungS5;pAV0NE;DASH;AV1;854;480;24;125;108;10.8;
big_buck_bunny;SamsungS5;pAV0NE;DASH;AV1;854;480;24;125;120;5.8;
big_buck_bunny;SamsungS5;pAV0NE;DASH;AVC;854;480;24;125;0;3.2;
big_buck_bunny;SamsungS5;pAV0NE;DASH;AVC;854;480;24;125;12;4.0;
big_buck_bunny;SamsungS5;pAV0NE;DASH;AVC;854;480;24;125;24;4.8;
big_buck_bunny;SamsungS5;pAV0NE;DASH;AVC;854;480;24;125;36;4.2;
big_buck_bunny;SamsungS5;pAV0NE;DASH;AVC;854;480;24;125;48;4.5;
big_buck_bunny;SamsungS5;pAV0NE;DASH;AVC;854;480;24;125;60;4.5;
big_buck_bunny;SamsungS5;pAV0NE;DASH;AVC;854;480;24;125;72;4.5;
big_buck_bunny;SamsungS5;pAV0NE;DASH;AVC;854;480;24;125;84;4.8;
big_buck_bunny;SamsungS5;pAV0NE;DASH;AVC;854;480;24;125;96;4.5;
big_buck_bunny;SamsungS5;pAV0NE;DASH;AVC;854;480;24;125;108;4.8;
big_buck_bunny;SamsungS5;pAV0NE;DASH;AVC;854;480;24;125;120;2.2;
big_buck_bunny;SamsungS5;pAV0NE;DASH;HEVC;854;480;24;125;0;7.5;
big_buck_bunny;SamsungS5;pAV0NE;DASH;HEVC;854;480;24;125;12;9.0;
big_buck_bunny;SamsungS5;pAV0NE;DASH;HEVC;854;480;24;125;24;9.0;
big_buck_bunny;SamsungS5;pAV0NE;DASH;HEVC;854;480;24;125;36;8.8;
big_buck_bunny;SamsungS5;pAV0NE;DASH;HEVC;854;480;24;125;48;7.5;
big_buck_bunny;SamsungS5;pAV0NE;DASH;HEVC;854;480;24;125;60;8.8;
big_buck_bunny;SamsungS5;pAV0NE;DASH;HEVC;854;480;24;125;72;9.2;
big_buck_bunny;SamsungS5;pAV0NE;DASH;HEVC;854;480;24;125;84;9.0;
big_buck_bunny;SamsungS5;pAV0NE;DASH;HEVC;854;480;24;125;96;8.5;
big_buck_bunny;SamsungS5;pAV0NE;DASH;HEVC;854;480;24;125;108;9.0;
big_buck_bunny;SamsungS5;pAV0NE;DASH;HEVC;854;480;24;125;120;5.2;